Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YDL148C NOP14 SGDID:S000002307, Chr IV from 190587-188155, reverse complement, Verified ORF, ""Nucleolar protein, forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA""",1.50E-146,36,12,6170805.133,4950866.826,5562050.447,5714388.582,5277686.723,4744996.198,8,5
"YDR168W CDC37 SGDID:S000002575, Chr IV from 790326-791846, Verified ORF, ""Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding""",2.15E-146,40,11,13681197.47,13841250.49,15276148.1,15899690.83,15928884.35,15490255.3,15,7
"YNL308C KRI1 SGDID:S000005252, Chr XIV from 55896-54121, reverse complement, Verified ORF, ""Essential nucleolar protein required for 40S ribosome biogenesis; physically and functionally interacts with Krr1p""",3.28E-146,25,11,11436291.34,10740275.14,10332980.53,10204196.43,9619630.306,9670561.138,13,6
"YOL041C NOP12 SGDID:S000005401, Chr XV from 252645-251266, reverse complement, Verified ORF, ""Nucleolar protein involved in pre-25S rRNA processing and biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p""",4.55E-146,29,13,1213614.862,1187790.085,1158556.232,1275811.216,1128154.136,1038897.22,3,2
"YPL240C HSP82 SGDID:S000006161, Chr XVI from 98625-96496, reverse complement, Verified ORF, ""Hsp90 chaperone required for pheromone signaling and negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding and nucleotide addition; interacts with Cns1p, Cpr6p, Cpr7p, Sti1p""",4.71E-146,668,57,21851630.01,22968111.64,28366034.41,28761373.37,28702226.15,21663195.45,33,7
"YML048W GSF2 SGDID:S000004511, Chr XIII from 178426-179637, Verified ORF, ""ER localized integral membrane protein that may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression""",6.95E-146,24,11,11128413.33,11204116.24,11413915.37,11459036.39,11077777.15,11064791.55,10,5
"YDR298C ATP5 SGDID:S000002706, Chr IV from 1058811-1058173, reverse complement, Verified ORF, ""Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase, which is an evolutionarily conserved enzyme complex required for ATP synthesis; homologous to bovine subunit OSCP (oligomycin sensitivity-conferring protein); phosphorylated""",9.04E-146,32,10,10445545.75,10122408.34,10618494.52,11678357.61,11474806.58,11975056.81,14,5
"YPR189W SKI3 SGDID:S000006393, Chr XVI from 912660-916958, Verified ORF, ""Ski complex component and TPR protein, mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay""",1.06E-145,21,12,628055.9191,576356.1821,609333.1971,567711.9131,570363.9708,481068.9285,3,3
"YBR149W ARA1 SGDID:S000000353, Chr II from 539981-541015, Verified ORF, ""NADP+ dependent arabinose dehydrogenase, involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product""",1.89E-145,29,11,813409.671,952716.6209,1115701.202,1137951.953,1456783.859,1352930.598,9,6
"YPL262W FUM1 SGDID:S000006183, Chr XVI from 47336-48802, Verified ORF, ""Fumarase, converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial localization determined by the N-terminal mitochondrial targeting sequence and protein conformation; phosphorylated in mitochondria""",2.08E-145,45,10,15270702.69,14728630.9,15679918.59,14807798.34,14217594.93,14980876.98,20,8
"YMR315W YMR315W SGDID:S000004932, Chr XIII from 902799-903848, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YMR315W is not an essential gene""",6.56E-145,37,11,6049571.149,6602797.761,6839954.974,7985621.132,8193890.953,8887264.898,21,7
"YMR194W RPL36A SGDID:S000004807, Chr XIII from 651144-651159,651623-651909, Verified ORF, ""N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl36Bp and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA""",7.29E-145,73,10,3459899.509,3637254.172,3283590.842,3258455.867,3036575.011,3642563.843,5,2
"YFR052W RPN12 SGDID:S000001948, Chr VI from 252492-253316, Verified ORF, ""Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p""",1.05E-144,50,11,16536298.03,15013748.12,17119559.86,17679462.73,17133942.6,14584703.99,22,9
"YPL154C PEP4 SGDID:S000006075, Chr XVI from 260930-259713, reverse complement, Verified ORF, ""Vacuolar aspartyl protease (proteinase A), required for the posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; synthesized as a zymogen, self-activates""",1.79E-144,43,10,15600852.85,14562277.92,17915410.89,22335526.48,23853595.23,22497942.85,27,10
"YKL024C URA6 SGDID:S000001507, Chr XI from 392783-392169, reverse complement, Verified ORF, ""Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)""",3.84E-144,35,11,17564720.92,17508967.09,16614003.83,17695695.17,17311191.2,17038702.7,17,8
"YNR001C CIT1 SGDID:S000005284, Chr XIV from 631063-629624, reverse complement, Verified ORF, ""Citrate synthase, catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein""",6.85E-144,34,10,6580799.451,6755809.549,8341838.716,8620295.581,9107896.814,9971293.208,9,7
"YOR051C YOR051C SGDID:S000005577, Chr XV from 426086-424848, reverse complement, Uncharacterized ORF, ""Nuclear protein that inhibits replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",1.08E-143,33,10,4968301.29,4213098.952,4303965.162,4242596.445,4098969.251,4052301.166,10,7
"YMR173W DDR48 SGDID:S000004784, Chr XIII from 608688-609980, Verified ORF, ""DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS""",2.03E-143,24,11,4017345.581,4573441.224,7419461.411,9333126.91,10933637.45,11789529.93,13,8
"YJR125C ENT3 SGDID:S000003886, Chr X from 655953-654727, reverse complement, Verified ORF, ""Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",4.07E-143,26,11,6022434.303,6273635.556,6533229.464,6890420.822,6459924.728,6852744.176,9,5
"YDR381W YRA1 SGDID:S000002789, Chr IV from 1236551-1236835,1237602-1237997, Verified ORF, ""Nuclear protein that binds to RNA and to Mex67p, required for export of poly(A)+ mRNA from the nucleus; member of the REF (RNA and export factor binding proteins) family; another family member, Yra2p, can substitute for Yra1p function""",4.64E-143,62,12,33504424.82,34403743.15,34857331.74,35517955.22,34796296.47,33768833.33,36,8
"YDR496C PUF6 SGDID:S000002904, Chr IV from 1443396-1441426, reverse complement, Verified ORF, ""Pumilio-homology domain protein that binds ASH1 mRNA at PUF consensus sequences in the 3' UTR and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA""",1.56E-142,23,11,17910843.7,18710736.23,17613088.5,15591152.2,14787733.9,16912654.43,10,5
"YPL217C BMS1 SGDID:S000006138, Chr XVI from 143170-139619, reverse complement, Verified ORF, ""Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, has similarity to Tsr1p""",4.53E-142,27,12,10991306.78,12087013.18,11137082.6,11121518.56,9833906.353,12228582.96,12,9
"YHL030W ECM29 SGDID:S000001022, Chr VIII from 40082-45688, Verified ORF, ""Major component of the proteasome; tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome""",4.64E-142,21,13,7221991.922,6666368.039,8091233.478,8379814.654,7958042.499,6540318.089,7,6
"YOR206W NOC2 SGDID:S000005732, Chr XV from 727513-729645, Verified ORF, ""Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes, as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors""",1.38E-141,37,12,18215706.88,18103581.94,17706525.45,17645322.69,16855752.35,16322494.59,14,9
"YDL095W PMT1 SGDID:S000002253, Chr IV from 287059-289512, Verified ORF, ""Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; one of seven related proteins involved in O-glycosylation which is essential for cell wall rigidity""",1.55E-141,27,9,6091302.271,5460986.089,5671500.725,6101018.558,5922635.543,5662283.548,11,6
"YNL162W RPL42A SGDID:S000005106, Chr XIV from 331324-331327,331840-332156, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, identical to Rpl42Bp and has similarity to rat L44 ribosomal protein""",3.45E-141,86,12,33911598.5,41823224.4,34731481.75,35627015.27,33790586.04,44981900.25,50,8
"YLR380W CSR1 SGDID:S000004372, Chr XII from 878282-879508, Verified ORF, ""Phosphatidylinositol transfer protein with a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions; interacts specifically with thioredoxin peroxidase; may have a role in oxidative stress resistance""",4.51E-141,30,11,8570984.796,8784647.001,8626886.329,8696228.884,8347416.598,9383554.083,10,6
"YHR025W THR1 SGDID:S000001067, Chr VIII from 159431-160504, Verified ORF, ""Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway""",6.55E-141,47,10,10697226.42,10317352.65,10183014.25,10279372.37,9947887.853,9864660.393,23,7
"YEL037C RAD23 SGDID:S000000763, Chr V from 82603-81407, reverse complement, Verified ORF, ""Protein with ubiquitin-like N terminus, recognizes and binds damaged DNA (with Rad4p) during nucleotide excision repair; regulates Rad4p levels, subunit of Nuclear Excision Repair Factor 2 (NEF2); homolog of human HR23A and HR23B proteins""",7.29E-141,32,11,13200767.29,12559710.63,14143067,14455770.72,14119543,14431170.06,19,7
"YMR109W MYO5 SGDID:S000004715, Chr XIII from 486586-490245, Verified ORF, ""One of two type I myosins; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization""",1.17E-140,24,11,2033634.627,1963554.898,2339174.647,2683587.337,2818529.818,2575538.748,5,4
"YAR007C RFA1 SGDID:S000000065, Chr I from 158621-156756, reverse complement, Verified ORF, ""Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination""",1.84E-140,23,11,14078017.76,14445377.15,16216999.59,15897923.22,15218054,17105942.4,13,8
"YGL037C PNC1 SGDID:S000003005, Chr VII from 427953-427303, reverse complement, Verified ORF, ""Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span""",2.40E-140,36,10,2978524.617,5630365.949,9959725.037,9893225.601,9580458.637,8195897.191,16,6
"YOL077C BRX1 SGDID:S000005437, Chr XV from 186723-185848, reverse complement, Verified ORF, ""Nucleolar protein, constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif""",2.82E-140,43,11,5817409.324,5527043.528,5563171.752,5605688.095,5409808.474,5268463.774,20,8
"YGR090W UTP22 SGDID:S000003322, Chr VII from 662362-666075, Verified ORF, ""Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data""",3.32E-140,26,10,5333251.609,4549486.886,5198325.764,5229444.394,4644469.803,4509288.162,10,7
"YEL002C WBP1 SGDID:S000000728, Chr V from 150013-148721, reverse complement, Verified ORF, ""Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum""",3.97E-140,39,10,9268986.584,8901669.975,9175603.145,9850851.12,9488140.331,10203465.85,11,5
"YOR095C RKI1 SGDID:S000005621, Chr XV from 504329-503553, reverse complement, Verified ORF, ""Ribose-5-phosphate ketol-isomerase, catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in pyridoxine biosynthesis""",4.99E-140,32,11,15735141.73,14983256.95,14624159.17,13601403.98,13036884.47,12819165.8,10,5
"YKR071C DRE2 SGDID:S000001779, Chr XI from 575622-574576, reverse complement, Verified ORF, ""Protein of unknown function required for iron-sulfur cluster assembly and sister chromatid cohesion; mutation displays synthetic lethal interaction with the pol3-13 allele of CDC2""",1.26E-139,20,11,2947034.635,2493025.783,2605242.954,2637088.837,2520252.25,2015483.043,6,4
"YPL078C ATP4 SGDID:S000005999, Chr XVI from 408741-408007, reverse complement, Verified ORF, ""Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated""",1.45E-139,24,10,6551503.525,5889600.932,7054089.917,7315413.799,7518579.404,6621982.129,7,3
"YLR398C SKI2 SGDID:S000004390, Chr XII from 919019-915156, reverse complement, Verified ORF, ""Ski complex component and putative RNA helicase, mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay""",3.00E-139,24,12,8105868.327,7432586.642,8116805.163,8461499.301,8055764.003,8552502.21,8,6
"YDL153C SAS10 SGDID:S000002312, Chr IV from 183019-181187, reverse complement, Verified ORF, ""Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced""",4.37E-139,30,11,9095030.299,9227792.563,8424823.063,8222857.539,7462526.983,7984781.94,8,5
"YBR035C PDX3 SGDID:S000000239, Chr II from 306955-306269, reverse complement, Verified ORF, ""Pyridoxine (pyridoxamine) phosphate oxidase, has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism""",5.98E-139,42,10,15345526.25,15743379.32,16940564,19432181.41,20021904.4,19531002.87,25,8
"YBR086C IST2 SGDID:S000000290, Chr II from 423035-420195, reverse complement, Verified ORF, ""Plasma membrane protein that may be involved in osmotolerance, localizes to the mother cell in small-budded cells and to the bud in medium- and large-budded cells; mRNA is transported to the bud tip by an actomyosin-driven process""",1.08E-138,25,12,584716.9162,544941.2884,668165.7048,678728.7366,681356.0557,623991.1912,6,4
"YPL126W NAN1 SGDID:S000006047, Chr XVI from 310209-312899, Verified ORF, ""U3 snoRNP protein, component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA""",1.73E-138,22,11,5921010.963,5468052.477,5626178.183,5232132.031,4666038.542,5186574.549,7,6
"YOR091W TMA46 SGDID:S000005617, Chr XV from 493434-494471, Verified ORF, ""Protein of unknown function that associates with ribosomes; interacts with GTPase Rbg1p""",2.15E-138,26,13,2596299.828,3128078.023,2771899.355,2666364.954,2549135.853,3503215.803,3,2
"YNL098C RAS2 SGDID:S000005042, Chr XIV from 440572-439604, reverse complement, Verified ORF, ""GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation required for activity and localization to plasma membrane; homolog of mammalian Ras proto-oncogenes""",3.93E-138,32,10,6647077.726,8612506.075,10126884.67,8458549.752,9499050.059,11364346.72,14,8
"YPL111W CAR1 SGDID:S000006032, Chr XVI from 339943-340944, Verified ORF, ""Arginase, responsible for arginine degradation, expression responds to both induction by arginine and nitrogen catabolite repression; disruption enhances freeze tolerance""",9.14E-138,20,11,11003067.21,12931592.71,12375351.7,12487892.96,13156722.46,16717413.9,8,6
"YHR001W OSH7 SGDID:S000001043, Chr VIII from 106050-107363, Verified ORF, ""Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability""",9.26E-138,42,11,3722960.914,4087041.068,4330984.306,4241458.406,4005385.51,4484605.641,10,6
"YDL029W ARP2 SGDID:S000002187, Chr IV from 399338-399359,399483-400636, Verified ORF, ""Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity""",1.21E-137,43,10,12289497.87,11794450.11,13015491.17,13823058.89,13547287.65,13473166.52,24,11
"YDL112W TRM3 SGDID:S000002270, Chr IV from 258915-263225, Verified ORF, ""2'-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",2.19E-137,19,13,848132.4341,721464.0445,813397.7955,595637.5074,607399.3375,437309.0212,3,2
"YHR190W ERG9 SGDID:S000001233, Chr VIII from 484845-486179, Verified ORF, ""Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",4.35E-137,32,10,7574446.447,6050785.682,7337508.888,7767767.054,7657261.86,6405136.154,11,6
"YER125W RSP5 SGDID:S000000927, Chr V from 410185-412614, Verified ORF, ""Ubiquitin-protein ligase involved in ubiquitin-mediated protein degradation; functions in multivesicular body sorting, heat shock response and ubiquitylation of arrested RNAPII; contains a hect (homologous to E6-AP carboxyl terminus) domain""",5.16E-137,24,12,4446490.93,4588675.047,4862917.91,4519164.727,4531393.929,5101363.443,5,4
"YBL007C SLA1 SGDID:S000000103, Chr II from 216369-212635, reverse complement, Verified ORF, ""Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",5.90E-137,27,11,6816153.735,6918254.227,7509378.35,8137258.596,8271558.973,7343096.153,13,7
"YML063W RPS1B SGDID:S000004528, Chr XIII from 146482-147249, Verified ORF, ""Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein""",2.13E-136,597,35,108046706.4,112366674.3,104041844.5,103037933.6,96664433.95,112410855.3,71,11
"YBR159W IFA38 SGDID:S000000363, Chr II from 558679-559722, Verified ORF, ""Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides""",2.34E-136,22,11,7390353.64,5724489.437,6940598.074,7437773.139,7341062.637,6088961.751,6,5
"YHR163W SOL3 SGDID:S000001206, Chr VIII from 423726-424475, Verified ORF, ""6-phosphogluconolactonase, catalyzes the second step of the pentose phosphate pathway; weak multicopy suppressor of los1-1 mutation; homologous to Sol2p and Sol1p""",2.40E-136,22,11,3454456.036,3527786.468,3414121.233,3460547.495,3181961.609,3624171.272,7,6
"YNL135C FPR1 SGDID:S000005079, Chr XIV from 372228-371884, reverse complement, Verified ORF, ""Peptidyl-prolyl cis-trans isomerase (PPIase), binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function""",3.50E-136,54,10,38869475.88,38925336.01,39997358.45,42498031.74,42172954.66,39924528.84,31,6
"YGL137W SEC27 SGDID:S000003105, Chr VII from 249874-249891,250092-252743, Verified ORF, ""Essential beta'-coat protein of the COPI coatomer, involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP""",1.36E-135,35,10,17115164.33,16105268.21,16861401.72,18225907.43,17861577.78,17724217.18,18,7
"YDR299W BFR2 SGDID:S000002707, Chr IV from 1059624-1061228, Verified ORF, ""Essential protein that is a component of 90S preribosomes; may be involved in rRNA processing; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock""",1.66E-135,27,10,6417468.893,5931616.867,5844647.938,5352401.302,4965580.1,5250437.402,7,6
"YKR048C NAP1 SGDID:S000001756, Chr XI from 526282-525029, reverse complement, Verified ORF, ""Protein that interacts with mitotic cyclin Clb2p; required for the regulation of microtubule dynamics during mitosis; controls bud morphogenesis; involved in the transport of H2A and H2B histones to the nucleus; phosphorylated by CK2""",5.21E-135,46,10,16894404.84,16894169.42,17747417.37,17922999.02,18438961.44,17570449.71,18,5
"YLL001W DNM1 SGDID:S000003924, Chr XII from 147889-150162, Verified ORF, ""Dynamin-related GTPase required for mitochondrial fission and morphology; assembles on the cytoplasmic face of mitochondrial tubules at sites at which division will occur; also participates in endocytosis and regulating peroxisome abundance""",1.35E-134,17,10,2434193.637,2326042.66,2348948.701,2464002.955,2512194.311,2284421.953,3,2
"YLL008W DRS1 SGDID:S000003931, Chr XII from 131728-133986, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function, including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",1.57E-134,31,11,9560229.002,10718390.92,9650574.939,8922143.367,7857754,10784754.97,10,6
"YBR221C PDB1 SGDID:S000000425, Chr II from 666248-665148, reverse complement, Verified ORF, ""E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex found in mitochondria""",2.61E-134,58,10,26190488.36,24096349.51,24470633.95,25472492.17,25818556.51,24315358.18,30,9
"YIL137C TMA108 SGDID:S000001399, Chr IX from 92788-89948, reverse complement, Verified ORF, ""Protein that associates with ribosomes; putative metalloprotease""",3.09E-134,21,11,6186672.124,6138721.434,6434768.26,6814777.825,6395560.066,6606571.213,8,4
"YCR093W CDC39 SGDID:S000000689, Chr III from 280114-286440, Verified ORF, ""Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor""",6.38E-134,17,11,2068968.97,2591704.558,2172922.847,2071367.968,2001287.196,2439783.054,4,2
"YPL243W SRP68 SGDID:S000006164, Chr XVI from 88517-90316, Verified ORF, ""Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",1.38E-133,23,11,11108453.81,11230855.49,11611436.73,11433267.61,10632040.49,10690785.77,13,9
"YKL196C YKT6 SGDID:S000001679, Chr XI from 75539-74937, reverse complement, Verified ORF, ""Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus""",1.63E-133,44,11,8108580.554,7442050.55,7898912.275,8089185.942,8582427.657,7801853.895,28,8
"YCR002C CDC10 SGDID:S000000595, Chr III from 118346-117378, reverse complement, Verified ORF, ""Component of the septin ring of the mother-bud neck that is required for cytokinesis; septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane, and they comprise the 10nm filaments seen with EM""",1.85E-133,28,11,3974868.016,3760277.445,4222632.429,4566192.136,4616579.255,3974673.481,8,4
"YGR282C BGL2 SGDID:S000003514, Chr VII from 1058731-1057790, reverse complement, Verified ORF, ""Endo-beta-1,3-glucanase, major protein of the cell wall, involved in cell wall maintenance""",7.05E-133,65,9,20404962.52,20487660.42,21708434.4,24533218.14,25947439.47,27301949.81,26,8
"YOL139C CDC33 SGDID:S000005499, Chr XV from 61024-60383, reverse complement, Verified ORF, ""Cytoplasmic mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p)""",7.81E-133,42,10,30551676.52,30245312.11,30326846.57,30272810.66,29247424.18,29213011.57,26,7
"YOL123W HRP1 SGDID:S000005483, Chr XV from 87844-89448, Verified ORF, ""Subunit of cleavage factor I, a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences""",3.00E-132,35,11,11664183.44,14990767.1,15261536.02,11989307.17,14052915.4,14517925.35,15,5
"YGR123C PPT1 SGDID:S000003355, Chr VII from 738208-736667, reverse complement, Verified ORF, ""Protein serine/threonine phosphatase with similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth; computational analyses suggest roles in phosphate metabolism and rRNA processing""",4.80E-132,28,10,3723961.223,3334190.141,3549067.471,4410874.764,4988144.211,3788586.695,11,4
"YML075C HMG1 SGDID:S000004540, Chr XIII from 118898-115734, reverse complement, Verified ORF, ""One of two isozymes of HMG-CoA reductase that catalyzes the conversion of HMG-CoA to mevalonate, which is a rate-limiting step in sterol biosynthesis; localizes to the nuclear envelope; overproduction induces the formation of karmellae""",6.50E-132,20,10,606335.8634,597068.4067,612932.037,485408.2613,550358.4422,633847.8857,2,2
"YLR100W ERG27 SGDID:S000004090, Chr XII from 341811-342854, Verified ORF, ""3-keto sterol reductase, catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs""",8.75E-132,28,10,6450974.012,5119109.654,5695320.128,5867260.641,5512722.18,4667472.339,7,6
"YNL123W NMA111 SGDID:S000005067, Chr XIV from 394687-397680, Verified ORF, ""Serine protease and general molecular chaperone; involved in response to heat stress and promotion of apoptosis; may contribute to lipid homeostasis; sequence similarity to the mammalian Omi/HtrA2 family of serine proteases""",9.75E-132,23,10,6055373.481,5589999.778,5492727.838,5942139.726,5422998.281,5696554.345,5,4
"YDR457W TOM1 SGDID:S000002865, Chr IV from 1369783-1379589, Verified ORF, ""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators""",9.86E-132,16,11,453762.3403,406053.2334,387472.1827,381260.1915,437327.9768,459931.5322,1,1
"YBL002W HTB2 SGDID:S000000098, Chr II from 236495-236890, Verified ORF, ""Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation""",1.06E-131,46,10,678489.3989,977196.6656,526402.8776,620314.1972,462765.1712,1306041.521,3,1
"YNL045W LAP2 SGDID:S000004990, Chr XIV from 542964-544979, Verified ORF, ""Leucyl aminopeptidase yscIV (leukotriene A4 hydrolase) with epoxide hydrolase activity, metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",1.28E-131,20,12,4285658.204,4377879.413,4868258.691,5648943.387,5578544.8,6349373.57,5,3
"YBL064C PRX1 SGDID:S000000160, Chr II from 101158-100373, reverse complement, Verified ORF, ""Mitochondrial peroxiredoxin (1-Cys Prx) with thioredoxin peroxidase activity, has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated""",1.52E-131,31,10,7057287.207,8145430.963,12116825,13442696.84,14620913.39,15856980.8,11,6
"YHR201C PPX1 SGDID:S000001244, Chr VIII from 501143-499950, reverse complement, Verified ORF, ""Exopolyphosphatase, hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix""",2.70E-131,36,9,4825183.991,4855164.388,4365243.698,4527660.054,3971045.812,4022000.827,14,5
"YDR060W MAK21 SGDID:S000002467, Chr IV from 570647-573724, Verified ORF, ""Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",1.09E-130,24,11,338820.8095,323929.8737,334164.624,221987.9653,220110.1597,284524.9861,6,4
