Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YPR035W GLN1 SGDID:S000006239, Chr XVI from 642205-643317, Verified ORF, ""Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation""",3.55E-127,37,9,15159263.11,14884292.24,15040724.27,16953539.97,19617342.05,18251229.22,22,7
"YDL029W ARP2 SGDID:S000002187, Chr IV from 399338-399359,399483-400636, Verified ORF, ""Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity""",5.40E-127,38,10,8603815.156,8835067.392,9890106.256,9999932.445,10198451.35,11174097.17,20,8
"YJL050W MTR4 SGDID:S000003586, Chr X from 342516-345737, Verified ORF, ""Dead-box family ATP dependent helicase required for mRNA export from the nucleus; co-factor of the exosome complex, required for 3' end formation of 5.8S rRNA""",1.42E-126,18,11,5506674.126,5063187.525,5200686.211,5492713.625,5375195.421,5490481.064,9,7
"YNL123W NMA111 SGDID:S000005067, Chr XIV from 394687-397680, Verified ORF, ""Serine protease and general molecular chaperone; involved in response to heat stress and promotion of apoptosis; may contribute to lipid homeostasis; sequence similarity to the mammalian Omi/HtrA2 family of serine proteases""",1.73E-126,21,11,3451680.047,3631745.877,3449960.6,3435594.623,3450057.904,3369493.188,6,3
"YPL143W RPL33A SGDID:S000006064, Chr XVI from 282121-282139,282665-282969, Verified ORF, ""N-terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable""",3.35E-126,54,9,13206203.68,12541547.21,12459511.4,13720650.2,14512106.45,13501548.89,21,2
"YCL057W PRD1 SGDID:S000000562, Chr III from 24768-26906, Verified ORF, ""Zinc metalloendopeptidase, found in the cytoplasm and intermembrane space of mitochondria; with Cym1p, involved in degradation of mitochondrial proteins and of presequence peptides cleaved from imported proteins""",3.94E-126,17,11,6993295.425,7442185.324,8140119.75,8679162.952,8566377.752,8362309.751,6,4
"YJL172W CPS1 SGDID:S000003708, Chr X from 97731-99461, Verified ORF, ""Vacuolar carboxypeptidase yscS; expression is induced under low-nitrogen conditions""",1.28E-125,61,9,2242518.052,1954676.682,2035879.861,2333962.207,2505769.768,2607396.981,15,3
"YOR086C TCB1 SGDID:S000005612, Chr XV from 486781-483221, reverse complement, Verified ORF, ""Lipid-binding protein containing three calcium and lipid binding domains; non-tagged protein localizes to mitochondria and GFP-fusion protein localizes to the cell periphery; C-termini of Tcb1p, Tcb2p and Tcb3p interact""",1.39E-125,17,10,3961295.439,4756686.128,4828781.829,4952162.981,4905155.548,5562114.078,7,4
"YBR035C PDX3 SGDID:S000000239, Chr II from 306955-306269, reverse complement, Verified ORF, ""Pyridoxine (pyridoxamine) phosphate oxidase, has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism""",2.59E-125,24,10,1523293.607,1501083.616,1786517.936,1624197.436,1751728.702,1887386.534,9,6
"YNL016W PUB1 SGDID:S000004961, Chr XIV from 602908-604269, Verified ORF, ""Poly (A)+ RNA-binding protein, abundant mRNP-component protein that binds mRNA and is required for stability of many mRNAs; component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly""",3.02E-125,40,8,15932559.98,16437309.39,18497596.33,21413354.88,21329462.71,19693273.63,25,8
"YBR106W PHO88 SGDID:S000000310, Chr II from 452652-453218, Verified ORF, ""Probable membrane protein, involved in phosphate transport; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations""",5.09E-125,53,10,25358719.02,23675965.24,23965332,25352687.46,23650490.13,23136613.22,24,10
"YKL150W MCR1 SGDID:S000001633, Chr XI from 166549-167457, Verified ORF, ""Mitochondrial NADH-cytochrome b5 reductase, involved in ergosterol biosynthesis""",1.55E-124,30,10,7354360.287,9794919.772,12769035.35,14480147.22,14449009.43,14576309.33,8,4
"YBR080C SEC18 SGDID:S000000284, Chr II from 400884-398608, reverse complement, Verified ORF, ""ATPase required for the release of Sec17p during the 'priming' step in homotypic vacuole fusion and for ER to Golgi transport; homolog of the mammalian NSF""",2.29E-124,17,11,5617421.821,5324202.76,6176645.687,6690988.392,7151864.007,6508802.724,4,3
"YDR035W ARO3 SGDID:S000002442, Chr IV from 521814-522926, Verified ORF, ""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan""",3.90E-124,38,10,9215380.217,9637050.477,9902088.503,10584310.47,11842781.47,14900886.2,17,7
"YBR248C HIS7 SGDID:S000000452, Chr II from 716460-714802, reverse complement, Verified ORF, ""Imidazole glycerol phosphate synthase (glutamine amidotransferase:cyclase), catalyzes the fifth and sixth steps of histidine biosynthesis and also produces 5-aminoimidazole-4-carboxamide ribotide (AICAR), a purine precursor""",1.12E-123,31,10,7935468.388,7484429.178,7935494.886,7968647.778,7912760.919,8804881.896,6,3
"YDR168W CDC37 SGDID:S000002575, Chr IV from 790326-791846, Verified ORF, ""Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding""",1.98E-122,30,8,5899339.155,6414645.574,7001548.241,6788212.581,7062704.949,6661169.313,6,5
"YHR025W THR1 SGDID:S000001067, Chr VIII from 159431-160504, Verified ORF, ""Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway""",6.45E-122,26,9,5877759.844,6363373.021,6183240.857,6116530.415,6134177.73,6120937.263,12,6
"YPR043W RPL43A SGDID:S000006247, Chr XVI from 654163-654164,654568-654844, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, identical to Rpl43Bp and has similarity to rat L37a ribosomal protein; null mutation confers a dominant lethal phenotype""",8.58E-122,48,9,33193539.92,33903690.2,30569308.97,28047330.85,26107168.56,27458053.87,29,7
"YKL009W MRT4 SGDID:S000001492, Chr XI from 425885-426595, Verified ORF, ""Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus""",2.14E-121,28,9,5715868.272,5366741.219,5563542.061,5530046.325,5097901.168,4925118.667,12,8
"YBL030C PET9 SGDID:S000000126, Chr II from 164000-163044, reverse complement, Verified ORF, ""Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; required for viability in many common lab strains carrying a mutation in the polymorphic SAL1 gene""",6.70E-121,43,10,22422032.57,22082889.08,22439832.24,23441507.6,24356297.06,25932840.68,21,8
"YGL012W ERG4 SGDID:S000002980, Chr VII from 472860-474281, Verified ORF, ""C-24(28) sterol reductase, catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol""",7.13E-121,33,9,11327206.46,11114736.5,11628025.75,12046990.28,12203017.82,11154558.52,14,6
"YDL160C DHH1 SGDID:S000002319, Chr IV from 171931-170411, reverse complement, Verified ORF, ""Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation""",8.57E-121,24,11,1959891.15,2059057.683,2297496.985,2309360.327,2233750.539,2270438.406,3,2
"YER062C HOR2 SGDID:S000000864, Chr V from 280680-279928, reverse complement, Verified ORF, ""One of two redundant DL-glycerol-3-phosphatases (RHR2/GPP1 encodes the other) involved in glycerol biosynthesis; induced in response to hyperosmotic stress and oxidative stress, and during the diauxic transition""",1.17E-120,267,17,11733367.51,24247134.73,41715429.46,43698607.6,41944492.34,40417322.38,89,8
"YPR132W RPS23B SGDID:S000006336, Chr XVI from 794961-795025,795391-795763, Verified ORF, ""Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy; nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins; deletion of both RPS23A and RPS23B is lethal""",1.57E-120,268,8,27069815.13,24776309.15,28307302.21,23038697.15,23447488.71,24225999.08,62,7
"YKL196C YKT6 SGDID:S000001679, Chr XI from 75539-74937, reverse complement, Verified ORF, ""Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus""",4.62E-120,32,9,2257549.318,2133399.657,2344096.59,2227125.284,2312582.129,2373355.403,9,6
"YLR384C IKI3 SGDID:S000004376, Chr XII from 892900-888851, reverse complement, Verified ORF, ""Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP, mutations in which cause familial dysautonomia (FD)""",1.36E-119,14,11,894074.8581,1038398.418,1105892.624,999364.9423,989591.9814,938187.6387,3,2
"YER117W RPL23B SGDID:S000000919, Chr V from 396765-396806,397278-397649, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, identical to Rpl23Ap and has similarity to E. coli L14 and rat L23 ribosomal proteins""",2.02E-119,99,9,54427494.15,53521901.19,42681280.05,41001803.35,39438240.06,40915465.25,57,10
"YFL038C YPT1 SGDID:S000001856, Chr VI from 55985-55365, reverse complement, Verified ORF, ""Ras-like small GTPase, involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p)""",3.12E-119,23,9,8036758.615,8582229.672,9211365.814,9353534.712,10313533.88,9807519.636,7,4
"YIR006C PAN1 SGDID:S000001445, Chr IX from 369905-365463, reverse complement, Verified ORF, ""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p, associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; previously thought to be a subunit of poly(A) ribonuclease""",1.63E-118,14,9,1201139.716,1370293.387,1534685.801,1589744.486,1470640.529,1498027.978,4,3
"YIL074C SER33 SGDID:S000001336, Chr IX from 222487-221078, reverse complement, Verified ORF, ""3-phosphoglycerate dehydrogenase, catalyzes the first step in serine and glycine biosynthesis; isozyme of Ser3p""",4.49E-118,39,9,6034074.283,6258492.921,6366089.911,6674977.974,6850520.021,7791329.896,13,5
"YKL216W URA1 SGDID:S000001699, Chr XI from 25216-26160, Verified ORF, ""Dihydroorotate dehydrogenase, catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid""",5.37E-118,33,10,11315215.91,11128954.49,11295132.1,11939860.58,12523297.34,12675484.05,14,9
"YDR381W YRA1 SGDID:S000002789, Chr IV from 1236551-1236835,1237602-1237997, Verified ORF, ""Nuclear protein that binds to RNA and to Mex67p, required for export of poly(A)+ mRNA from the nucleus; member of the REF (RNA and export factor binding proteins) family; another family member, Yra2p, can substitute for Yra1p function""",7.38E-118,29,10,10118514.1,10331821.53,10514059.52,10051601.32,10354237.32,9859168.47,13,8
"YGR175C ERG1 SGDID:S000003407, Chr VII from 848428-846938, reverse complement, Verified ORF, ""Squalene epoxidase, catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine""",1.94E-117,19,10,12496251.83,11800511.46,10798457.42,10582758.91,10064043.18,9624168.242,8,6
"YMR318C ADH6 SGDID:S000004937, Chr XIII from 912141-911059, reverse complement, Verified ORF, ""NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance""",2.04E-117,43,8,10001166.5,10210377.85,10805692.4,10208571.5,10622962.5,10607192.27,16,5
"YMR315W YMR315W SGDID:S000004932, Chr XIII from 902799-903848, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YMR315W is not an essential gene""",4.10E-117,24,9,12898501.45,13254564.81,14864822.16,13986664.29,14044304.15,16391712.29,9,4
"YML063W RPS1B SGDID:S000004528, Chr XIII from 146482-147249, Verified ORF, ""Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein""",3.75E-116,625,33,78895995.08,70903689.99,72788883.27,65802517.08,66222190.95,68964062.64,36,9
"YHR146W CRP1 SGDID:S000001189, Chr VIII from 390303-391700, Verified ORF, ""Protein that binds to cruciform DNA structures""",8.76E-116,27,9,7070984.072,7496194.513,8232949.768,8454145.856,8409861.433,8729321.771,10,5
"YJL200C ACO2 SGDID:S000003736, Chr X from 58813-56444, reverse complement, Verified ORF, ""Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol""",8.81E-116,16,10,2748422.321,2495127.694,2809344.024,2710419.343,3011369.172,3005908.116,7,6
"YLR314C CDC3 SGDID:S000004306, Chr XII from 764137-762575, reverse complement, Verified ORF, ""Component of the septin ring of the mother-bud neck that is required for cytokinesis; septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane, and they comprise the 10nm filaments seen with EM""",1.27E-115,28,9,5453952.407,5078529.649,5063208.244,5258166.265,5462731.389,5210865.646,6,4
"YLR448W RPL6B SGDID:S000004440, Chr XII from 1028850-1028864,1029249-1029764, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to Rpl6Ap and to rat L6 ribosomal protein; binds to 5.8S rRNA""",1.37E-115,182,19,55147889.56,52888422.03,52739958.62,53832057.06,53876531.36,54593802.52,55,7
"YDR516C EMI2 SGDID:S000002924, Chr IV from 1476469-1474967, reverse complement, Verified ORF, ""Non-essential protein of unknown function required for transcriptional induction of the early meiotic-specific transcription factor IME1; required for sporulation; expression is regulated by glucose-repression transcription factors Mig1/2p""",1.70E-115,27,10,6082611.595,7468844.499,8958918.162,9563733.349,9384983.583,8996378.789,7,4
"YFR037C RSC8 SGDID:S000001933, Chr VI from 229173-227500, reverse complement, Verified ORF, ""Component of the RSC chromatin remodeling complex; essential for viability and mitotic growth; homolog of SWI/SNF subunit Swi3p, but unlike Swi3p, does not activate transcription of reporters""",1.88E-115,18,9,6758752.684,6692453.121,6570268.61,6920437.623,6924515.845,6925288.202,8,5
"YAL036C RBG1 SGDID:S000000034, Chr I from 76153-75044, reverse complement, Verified ORF, ""Member of the DRG family of GTP-binding proteins; interacts with translating ribosomes and with Tma46p""",2.63E-115,19,9,2895688.893,2948577.582,3052127.144,3047512.387,3258920.631,3336661.799,2,2
"YFR024C-A LSB3 SGDID:S000002968, Chr VI from 203421-203375,203280-201948, reverse complement, Verified ORF, ""Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",2.99E-115,17,11,6476748.904,7928270.05,8013568.484,8394227.322,8326938.981,8817587.042,9,7
"YBL036C YBL036C SGDID:S000000132, Chr II from 151223-150450, reverse complement, Verified ORF, ""Single-domain racemase, possibly non-specific due to the lack of the second domain, which presumably determines specificity; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS""",6.77E-115,21,8,3108455.326,3341500.832,2993382.348,2900588.196,2454291.518,2684616.329,8,5
"YDR224C HTB1 SGDID:S000002632, Chr IV from 914709-914314, reverse complement, Verified ORF, ""Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation""",1.02E-114,51,8,50045945.16,50283049.54,49862804.89,46584690.89,44472288.5,44073147.91,35,7
"YGL099W LSG1 SGDID:S000003067, Chr VII from 314634-316556, Verified ORF, ""Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm""",1.80E-114,22,9,7952545.111,8009773.511,7267232.043,7013071.167,6909121.233,6540966.454,4,3
"YMR194W RPL36A SGDID:S000004807, Chr XIII from 651144-651159,651623-651909, Verified ORF, ""N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl36Bp and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA""",7.31E-114,58,9,7539850.125,7514566.208,7277926.161,7247386.687,6417643.731,6887407.301,6,2
"YKR003W OSH6 SGDID:S000001711, Chr XI from 445024-446370, Verified ORF, ""Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery""",7.49E-114,20,9,129961.4624,190877.8162,136288.3922,153136.3145,131591.0018,161160.302,2,1
"YNR001C CIT1 SGDID:S000005284, Chr XIV from 631063-629624, reverse complement, Verified ORF, ""Citrate synthase, catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein""",7.99E-114,19,9,3248437.206,3709898.721,3969737.191,4472345.137,4628053.891,4596684.67,5,5
"YEL002C WBP1 SGDID:S000000728, Chr V from 150013-148721, reverse complement, Verified ORF, ""Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum""",1.66E-113,19,8,3249524.214,3009024.392,3130350.648,3317129.376,3519330.995,3530743.254,4,3
"YER023W PRO3 SGDID:S000000825, Chr V from 201075-201935, Verified ORF, ""Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis""",1.77E-113,24,8,21125642.52,22235192.07,22096255.53,22498952.59,22745817.87,23605183.46,15,6
"YHL011C PRS3 SGDID:S000001003, Chr VIII from 81612-80650, reverse complement, Verified ORF, ""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes""",5.80E-113,20,9,4613163.7,4687883.214,4223082.258,4269882.16,4189881.021,4060577.084,5,4
"YOR142W LSC1 SGDID:S000005668, Chr XV from 593058-594047, Verified ORF, ""Alpha subunit of succinyl-CoA ligase, which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated""",1.09E-112,24,9,2323123.436,2451330.46,2501772.611,2675043.614,2741637.658,2817816.333,6,5
"YOL059W GPD2 SGDID:S000005420, Chr XV from 217126-218448, Verified ORF, ""NAD-dependent glycerol 3-phosphate dehydrogenase, homolog of Gpd1p, expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria""",2.06E-112,38,8,5200675.975,4363831.203,4671524.342,4983956.241,4874025.62,3718891.322,8,3
"YOR326W MYO2 SGDID:S000005853, Chr XV from 925718-930442, Verified ORF, ""One of two type V myosin motors (along with MYO4) involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle""",3.05E-112,23,9,5500217.237,5226962.032,5318270.136,5776342.956,6031984.739,6154761.31,5,2
"YGL078C DBP3 SGDID:S000003046, Chr VII from 361862-360291, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family involved in ribosomal biogenesis""",3.32E-112,21,9,12837826.57,13184119.12,13128198.32,13246016.71,13131737.06,13457597.35,10,6
"YML074C FPR3 SGDID:S000004539, Chr XIII from 121324-120089, reverse complement, Verified ORF, ""Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p""",5.20E-112,33,9,9629915.844,10765012.3,10245306.68,10372982.14,10225664.53,10748152.12,10,4
"YDR487C RIB3 SGDID:S000002895, Chr IV from 1428973-1428347, reverse complement, Verified ORF, ""3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase), required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration""",8.87E-112,68,7,6296999.034,6333551.989,6523156.302,6483433.85,6707335.996,6699889.582,19,8
"YLR325C RPL38 SGDID:S000004317, Chr XII from 781379-781143, reverse complement, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to rat L38 ribosomal protein""",1.55E-111,190,8,98239857.65,91357268.82,80648170.58,74817518.01,72687246.99,77153668.34,114,6
"YDR171W HSP42 SGDID:S000002578, Chr IV from 806619-807746, Verified ORF, ""Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock""",2.05E-111,23,9,1341342.146,2458157.724,3522771.161,3379236.926,3183775.072,3072425.357,9,4
"YDL103C QRI1 SGDID:S000002261, Chr IV from 276581-275148, reverse complement, Verified ORF, ""UDP-N-acetylglucosamine pyrophosphorylase, catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis""",2.43E-111,14,9,1577504.667,1634477.383,1791259.835,1993605.903,2073091.061,1830560.595,4,4
"YKR048C NAP1 SGDID:S000001756, Chr XI from 526282-525029, reverse complement, Verified ORF, ""Protein that interacts with mitotic cyclin Clb2p; required for the regulation of microtubule dynamics during mitosis; controls bud morphogenesis; involved in the transport of H2A and H2B histones to the nucleus; phosphorylated by CK2""",6.70E-111,31,8,3293249.73,3428186.174,3790475.875,3838877.569,4075475.082,3875390.932,8,5
"YDR429C TIF35 SGDID:S000002837, Chr IV from 1325294-1324470, reverse complement, Verified ORF, ""Subunit of the core complex of translation initiation factor 3(eIF3), which is essential for translation""",1.36E-110,26,9,9110452.771,8060255.469,7548781.08,5710316.039,6114447.429,6576291.571,12,5
"YPR137C-B YPR137C-B SGDID:S000007360, Chr XVI from 810265-808961,808959-804997, reverse complement, transposable_element_gene, ""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes""",2.04E-110,337,47,8414485.416,8186023.046,7716105.446,7081505.937,6740935.38,6838559.586,7,2
"YLR180W SAM1 SGDID:S000004170, Chr XII from 515264-516412, Verified ORF, ""S-adenosylmethionine synthetase, catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; one of two differentially regulated isozymes (Sam1p and Sam2p)""",5.51E-110,107,23,17513730.93,16799283.75,17250950.98,17320187.45,16950446.44,15091191.2,22,7
"YIR034C LYS1 SGDID:S000001473, Chr IX from 420733-419612, reverse complement, Verified ORF, ""Saccharopine dehydrogenase (NAD+, L-lysine-forming), catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway""",6.70E-110,15,8,3782075.916,3940008.45,4519723.264,4666689.686,4854989.735,5092356.762,4,2
"YLR257W YLR257W SGDID:S000004247, Chr XII from 658828-659793, Uncharacterized ORF, ""Putative protein of unknown function""",1.04E-109,20,10,2909215.997,3432960.806,3514285.106,3749954.433,3720364.501,4185892.44,8,6
"YDR368W YPR1 SGDID:S000002776, Chr IV from 1213897-1214835, Verified ORF, ""NADPH-dependent aldo-keto reductase, reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases""",5.52E-109,26,8,3657639.534,4216926.881,5018622.504,5352768.566,4793130.235,5517612.521,10,6
"YHR052W CIC1 SGDID:S000001094, Chr VIII from 210842-211972, Verified ORF, ""Essential protein that interacts with proteasome components and has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles""",5.68E-109,21,9,3039830.879,3106666.059,3017800.535,2973538.991,2851235.65,2779707.186,5,3
"YHR190W ERG9 SGDID:S000001233, Chr VIII from 484845-486179, Verified ORF, ""Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",6.09E-109,15,9,6820420.243,6624253.807,6984165.089,7274133.756,7639406.824,7320574.745,6,4
"YIL125W KGD1 SGDID:S000001387, Chr IX from 122689-125733, Verified ORF, ""Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA""",7.82E-109,23,8,1444266.649,1111480.891,1325575.548,1568384.626,1662319.032,1556821.306,7,3
"YDR032C PST2 SGDID:S000002439, Chr IV from 504693-504097, reverse complement, Verified ORF, ""Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",7.84E-109,31,7,10336724.95,11252805.56,11697556.01,12577469.69,12354257.95,14296073.25,17,5
"YEL034W HYP2 SGDID:S000000760, Chr V from 85676-86149, Verified ORF, ""Translation initiation factor eIF-5A, promotes formation of the first peptide bond; similar to and functionally redundant with Anb1p; possible role in translation elongation; undergoes an essential hypusination modification""",8.33E-109,89,7,4378638.065,4586837.142,5147316.671,3423337.92,3435229.228,3833817.009,30,5
"YML075C HMG1 SGDID:S000004540, Chr XIII from 118898-115734, reverse complement, Verified ORF, ""One of two isozymes of HMG-CoA reductase that catalyzes the conversion of HMG-CoA to mevalonate, which is a rate-limiting step in sterol biosynthesis; localizes to the nuclear envelope; overproduction induces the formation of karmellae""",8.47E-109,10,9,247423.4342,159161.7628,100458.6139,172509.3868,135786.3613,158728.1257,1,1
"YNL134C YNL134C SGDID:S000005078, Chr XIV from 373583-372453, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function with similarity to dehydrogenases from other model organisms; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced by the DNA-damaging agent MMS""",3.20E-108,20,9,2783719.965,4032784.444,4683344.932,5184038.017,5505973.449,5471318.901,8,6
"YOL139C CDC33 SGDID:S000005499, Chr XV from 61024-60383, reverse complement, Verified ORF, ""Cytoplasmic mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p)""",3.51E-108,38,8,32164674.39,32442988.18,33712989.56,32499794.91,33739681.56,34978715.46,22,6
"YJL026W RNR2 SGDID:S000003563, Chr X from 392398-393597, Verified ORF, ""Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits""",8.61E-108,27,8,17041409.4,19566306.42,19976484.91,21495743.54,23216822.15,30846188.69,12,5
"YGR037C ACB1 SGDID:S000003269, Chr VII from 559998-559735, reverse complement, Verified ORF, ""Acyl-CoA-binding protein, transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes""",1.75E-107,116,8,22896137.07,23534001.6,24631359.08,26400923.11,27575286.01,25796527.13,58,8
"YPL111W CAR1 SGDID:S000006032, Chr XVI from 339943-340944, Verified ORF, ""Arginase, responsible for arginine degradation, expression responds to both induction by arginine and nitrogen catabolite repression; disruption enhances freeze tolerance""",2.78E-107,15,8,8829505.934,9974177.053,10663204.27,10630945.21,11616350.43,13354319.53,9,6
"YBL050W SEC17 SGDID:S000000146, Chr II from 125128-125157,125274-126122, Verified ORF, ""Peripheral membrane protein required for vesicular transport between ER and Golgi and for the 'priming' step in homotypic vacuole fusion, part of the cis-SNARE complex; has similarity to alpha-SNAP""",3.49E-107,14,7,5370588.396,5764107.927,5841291.755,6058128.671,6655181.804,6183974.636,7,4
