Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YOL010W RCL1 SGDID:S000005370, Chr XV from 307939-309042, Verified ORF, ""Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; similar to RNA terminal phosphate cyclase-like proteins but RNA cyclase activity not detected""",5.04E-126,23,10,10643064.03,10461737.79,10224657.57,10306190.88,9443045.256,9651159.606,7,5
"YEL034W HYP2 SGDID:S000000760, Chr V from 85676-86149, Verified ORF, ""Translation initiation factor eIF-5A, promotes formation of the first peptide bond; similar to and functionally redundant with Anb1p; possible role in translation elongation; undergoes an essential hypusination modification""",1.25E-125,242,8,84119700.03,81025295.76,75787374.31,79375899.65,77823247.11,76820698.08,125,11
"YLL048C YBT1 SGDID:S000003971, Chr XII from 46264-41279, reverse complement, Verified ORF, ""Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport; similar to mammalian bile transporters""",1.36E-125,22,11,9334208.079,8980441.96,8964554.393,9423303.676,9289130.378,9097848.817,8,4
"YNR053C NOG2 SGDID:S000005336, Chr XIV from 723113-722304,721772-721122, reverse complement, Verified ORF, ""Putative GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation""",4.10E-125,31,10,5454327.833,5786352.784,5560275.206,5261760.298,5271914.33,4960182.242,6,5
"YOR020C HSP10 SGDID:S000005546, Chr XV from 370844-370524, reverse complement, Verified ORF, ""Mitochondrial matrix co-chaperonin that inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES""",4.67E-125,87,8,68456692.95,66949736.74,64695432.39,64442548.94,63437036.36,58428993.28,41,8
"YGR211W ZPR1 SGDID:S000003443, Chr VII from 915246-916706, Verified ORF, ""Essential protein with two zinc fingers, present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p; binds to translation elongation factor eEF-1 (Tef1p)""",8.34E-125,31,10,16278461.52,14520833.92,14704740.45,14637488.3,13087706.37,11901886.2,13,6
"YPR118W MRI1 SGDID:S000006322, Chr XVI from 767750-768985, Verified ORF, ""5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway""",1.05E-124,37,9,9696576.635,8874503.236,9159201.503,9100390.24,8529926.64,7858435.83,14,6
"YGR292W MAL12 SGDID:S000003524, Chr VII from 1076606-1078360, Verified ORF, ""Maltase (alpha-D-glucosidase), inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus""",1.61E-124,46,10,12670419.6,16614522.41,14613111.53,12209542.98,12471283.76,10953169.6,12,5
"YKR080W MTD1 SGDID:S000001788, Chr XI from 590037-590999, Verified ORF, ""NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase, plays a catalytic role in oxidation of cytoplasmic one-carbon units; expression is regulated by Bas1p and Bas2p, repressed by adenine, and may be induced by inositol and choline""",1.96E-124,49,8,12816024.62,12481029.47,12822773.98,12821670.91,12838148.93,12845643.34,26,8
"YIR037W HYR1 SGDID:S000001476, Chr IX from 423125-423616, Verified ORF, ""Thiol peroxidase that functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor""",2.90E-124,52,10,26879655.62,27460425,31848302.49,32216780.48,33740431.05,33101165.89,21,5
"YGR253C PUP2 SGDID:S000003485, Chr VII from 999145-998363, reverse complement, Verified ORF, ""Alpha 5 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit zeta""",3.59E-124,29,9,15421421.41,16175680.41,16233497.21,16198566.45,15838393.29,14908602.37,12,6
"YPL235W RVB2 SGDID:S000006156, Chr XVI from 103232-104647, Verified ORF, ""Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family""",4.82E-124,24,9,6569385.234,6672147.309,7108728.336,6927409.899,6932361.27,6423040.659,5,4
"YGR128C UTP8 SGDID:S000003360, Chr VII from 750096-747955, reverse complement, Verified ORF, ""Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",5.01E-124,28,10,7475175.066,7521249.273,7659412.791,7179173.819,7285857.799,6561192.687,9,4
"YBL002W HTB2 SGDID:S000000098, Chr II from 236495-236890, Verified ORF, ""Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation""",1.15E-123,84,9,1821457.265,1721682.394,1241779.121,942861.5613,554472.9306,531173.79,2,1
"YDR032C PST2 SGDID:S000002439, Chr IV from 504693-504097, reverse complement, Verified ORF, ""Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",1.49E-123,95,8,26641417.22,29790638.21,33897697.44,34683343.7,37232281.27,40270457.8,58,9
"YLR309C IMH1 SGDID:S000004300, Chr XII from 751771-749036, reverse complement, Verified ORF, ""Protein involved in vesicular transport, mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi""",1.99E-123,24,11,5199275.089,5666634.846,5370230.431,5242204.305,5431023.095,4941493.809,9,4
"YML022W APT1 SGDID:S000004484, Chr XIII from 228937-229500, Verified ORF, ""Adenine phosphoribosyltransferase, catalyzes the formation of AMP from adenine and 5-phosphoribosylpyrophosphate; involved in the salvage pathway of purine nucleotide biosynthesis""",3.55E-123,56,8,54727096.04,53564636.75,41302760.83,41752257.06,41087861.04,44758068.53,29,6
"YML074C FPR3 SGDID:S000004539, Chr XIII from 121324-120089, reverse complement, Verified ORF, ""Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p""",3.61E-123,78,10,40201771.54,44054789.94,42213575,39056331.92,39242858.34,37896422.94,29,8
"YEL042W GDA1 SGDID:S000000768, Chr V from 73771-75327, Verified ORF, ""Guanosine diphosphatase located in the Golgi, involved in the transport of GDP-mannose into the Golgi lumen by converting GDP to GMP after mannose is transferred its substrate""",7.35E-123,29,11,4888348.742,4346005.985,4473294.303,4203445.359,4224256.858,4218346.747,10,5
"YNL016W PUB1 SGDID:S000004961, Chr XIV from 602908-604269, Verified ORF, ""Poly (A)+ RNA-binding protein, abundant mRNP-component protein that binds mRNA and is required for stability of many mRNAs; component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly""",7.78E-123,63,8,26951200.16,24740630.25,29546659.04,29066547.14,29192946.47,26718063.19,28,10
"YBL058W SHP1 SGDID:S000000154, Chr II from 111439-112710, Verified ORF, ""UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate""",8.11E-123,43,8,13927763.4,15820246.31,15713396.73,15599094,15974051.94,16018126.3,30,8
"YDR258C HSP78 SGDID:S000002666, Chr IV from 974240-971805, reverse complement, Verified ORF, ""Oligomeric mitochondrial matrix chaperone that cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",1.29E-122,14,10,6129167.725,6799743.385,7614146.133,8425498.092,8659470.135,8281025.075,7,6
"YOL049W GSH2 SGDID:S000005409, Chr XV from 238618-240093, Verified ORF, ""Glutathione synthetase, catalyzes the ATP-dependent synthesis of glutathione (GSH) from gamma-glutamylcysteine and glycine; induced by oxidative stress and heat shock""",1.78E-122,32,9,3153573.96,2952762.355,3302381.931,3266139.012,3437647.383,3523428.601,5,4
"YDR002W YRB1 SGDID:S000002409, Chr IV from 453043-453648, Verified ORF, ""Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1""",3.57E-122,75,9,40511129.08,41192808.2,39867794.79,40313616.59,40201299.66,38691060.18,43,9
"YLR196W PWP1 SGDID:S000004186, Chr XII from 543970-545700, Verified ORF, ""Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily""",4.87E-122,31,10,0,0,0,0,0,0,9,4
"YLR262C-A TMA7 SGDID:S000007246, Chr XII from 669664-669470, reverse complement, Verified ORF, ""Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin""",6.23E-122,48,8,31251353.03,31202470.44,29733846.15,29074515.67,29430416.03,27228022.04,32,8
"YGL049C TIF4632 SGDID:S000003017, Chr VII from 409607-406863, reverse complement, Verified ORF, ""Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4631p""",8.02E-122,45,12,4824863.846,5289855.213,5123813.746,5319094.679,5285084.375,5344537.562,15,5
"YPL190C NAB3 SGDID:S000006111, Chr XVI from 187724-185316, reverse complement, Verified ORF, ""Single stranded RNA binding protein; acidic ribonucleoprotein; required for termination of non-poly(A) transcripts and efficient splicing; interacts with Nrd1p""",1.15E-121,32,9,2465512.086,2501832.689,2533580.502,2716204.878,2762707.532,2871264.241,4,4
"YML131W YML131W SGDID:S000004600, Chr XIII from 10199-11296, Uncharacterized ORF, ""Putative protein of unknown function with similarity to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals; GFP-fusion protein localizes to the cytoplasm""",1.40E-121,43,9,4330281.599,6427274.588,8034854.29,7188691.835,7141962.015,6778265.102,14,5
"YOR285W YOR285W SGDID:S000005811, Chr XV from 849634-850053, Verified ORF, ""Protein of unknown function, localized to the mitochondrial outer membrane""",2.37E-121,72,8,12288456.53,13390724.11,15425815.06,16666614.05,16730125.19,17010264.02,31,8
"YDR035W ARO3 SGDID:S000002442, Chr IV from 521814-522926, Verified ORF, ""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan""",3.87E-121,53,9,16344018.03,17037438.91,19113653.62,20628854.88,22453968.54,28124910,23,5
"YFL016C MDJ1 SGDID:S000001878, Chr VI from 106230-104695, reverse complement, Verified ORF, ""Co-chaperone that stimulates the ATPase activity of the HSP70 protein Ssc1p; involved in protein folding/refolding in the mitochodrial matrix; required for proteolysis of misfolded proteins; member of the HSP40 (DnaJ) family of chaperones""",6.62E-121,29,10,1469270.927,1732369.31,1876492.269,1713636.412,1667317.645,1591282.728,4,3
"YOR260W GCD1 SGDID:S000005786, Chr XV from 813984-815720, Verified ORF, ""Gamma subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",1.24E-120,15,9,2292451.574,1913340.574,2179495.976,2317457.515,2107273.281,1981048.699,3,3
"YMR308C PSE1 SGDID:S000004925, Chr XIII from 892220-888951, reverse complement, Verified ORF, ""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins, including Pdr1p, Yap1p, Ste12p, and Aft1p""",1.74E-120,30,9,18105970.26,17798862.61,17691409.42,17322047.01,16631106.43,16561723.74,11,6
"YER057C HMF1 SGDID:S000000859, Chr V from 271124-270735, reverse complement, Verified ORF, ""Member of the p14.5 protein family with similarity to Mmf1p, functionally complements Mmf1p function when targeted to mitochondria; heat shock inducible; high-dosage growth inhibitor; forms a homotrimer in vitro""",8.37E-120,95,8,35026305.91,32208704.61,36396191.8,39470701.2,39921734.58,43560626.14,56,7
"YNR021W YNR021W SGDID:S000005304, Chr XIV from 668379-669593, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""",8.76E-120,37,9,16421544.09,15305609.06,17407625.87,16716372.9,16303934.55,15472577.74,17,6
"YHR132C ECM14 SGDID:S000001174, Chr VIII from 369797-368505, reverse complement, Verified ORF, ""Putative metalloprotease with similarity to the zinc carboxypeptidase family, required for normal cell wall assembly""",1.04E-119,29,9,-9295.969836,73581.8954,57050.64724,129925.2319,146174.9088,220.3792795,6,3
"YLL034C RIX7 SGDID:S000003957, Chr XII from 73145-70632, reverse complement, Verified ORF, ""Putative ATPase of the AAA family, required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions""",2.55E-119,24,9,6065650.642,5878160.017,5799089.699,5468952.47,5566909.549,5672834.318,7,4
"YAR007C RFA1 SGDID:S000000065, Chr I from 158621-156756, reverse complement, Verified ORF, ""Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination""",2.62E-119,33,10,8477104.532,8256451.355,9291617.871,9368863.444,9381103.394,8969511.394,10,5
"YGR193C PDX1 SGDID:S000003425, Chr VII from 885746-884514, reverse complement, Verified ORF, ""Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core""",7.88E-119,36,8,4359646.195,4814941.985,4962141.905,5393008.351,5372525.838,5898134.128,19,5
"YCL045C EMC1 SGDID:S000000550, Chr III from 46905-44623, reverse complement, Verified ORF, ""Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; interacts with Gal80p""",3.17E-118,41,9,15057463.3,14341517.77,15142976.04,14749192.41,14793187.87,14321469.55,11,8
"YBR086C IST2 SGDID:S000000290, Chr II from 423035-420195, reverse complement, Verified ORF, ""Plasma membrane protein that may be involved in osmotolerance, localizes to the mother cell in small-budded cells and to the bud in medium- and large-budded cells; mRNA is transported to the bud tip by an actomyosin-driven process""",3.53E-118,30,9,4617851.084,4893975.374,4969003.473,4753777.523,4800189.373,5013643.182,16,5
"YIR004W DJP1 SGDID:S000001443, Chr IX from 363218-364516, Verified ORF, ""Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ""",3.57E-118,23,9,2120334.53,2169808.611,2075722.755,1855821.088,1756282.17,1808671.175,6,3
"YDR044W HEM13 SGDID:S000002451, Chr IV from 546641-547627, Verified ORF, ""Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p)""",4.06E-118,41,10,2695126.075,2702846.688,2862094.036,3000956.519,3076903.115,2843173.337,12,4
"YNL087W TCB2 SGDID:S000005031, Chr XIV from 462413-465949, Verified ORF, ""Bud-specific protein with a potential role in membrane trafficking; GFP-fusion protein migrates from the cell surface to intracellular vesicles near vacuole; contains 3 calcium and lipid binding domains; mRNA is targeted to the bud""",1.27E-117,32,12,5315991.015,5396362.852,5147653.746,5020693.016,5006542.663,4313237.041,9,5
"YHR170W NMD3 SGDID:S000001213, Chr VIII from 443829-445385, Verified ORF, ""Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex""",1.57E-117,31,9,6616418.695,6368604.381,6539486.293,6426179.368,6198236.352,5834220.325,11,4
"YNL163C RIA1 SGDID:S000005107, Chr XIV from 330075-326743, reverse complement, Verified ORF, ""Cytoplasmic GTPase involved in biogenesis of the 60S ribosome; has similarity to translation elongation factor 2 (Eft1p and Eft2p)""",1.97E-117,19,9,2375124.847,2222691.984,2211300.285,2303886.836,2052746.191,2190486.649,5,2
"YBR117C TKL2 SGDID:S000000321, Chr II from 476431-474386, reverse complement, Verified ORF, ""Transketolase, similar to Tkl1p; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids""",4.29E-117,18,10,1392835.821,3001297.33,4357720.247,4409323.965,4215497.437,3193717.6,8,5
"YGL228W SHE10 SGDID:S000003197, Chr VII from 67598-69331, Verified ORF, ""Putative glycosylphosphatidylinositol (GPI)-anchored protein of unknown function; overexpression causes growth arrest""",5.09E-117,30,9,13426835.53,14189610.83,15112107.31,14893499.08,14450223.78,13592462.4,11,4
"YAL060W BDH1 SGDID:S000000056, Chr I from 35156-36304, Verified ORF, ""NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source""",6.02E-117,15,9,9344192.94,10125997.46,10672863.33,10748061.84,11119667.43,12019468.86,7,6
"YBR177C EHT1 SGDID:S000000381, Chr II from 586157-584802, reverse complement, Verified ORF, ""Acyl-coenzymeA:ethanol O-acyltransferase that plays a minor role in medium-chain fatty acid ethyl ester biosynthesis; possesses short-chain esterase activity; localizes to lipid particles and the mitochondrial outer membrane""",1.12E-116,24,9,3216710.847,3157270.758,4327950.902,4322550.474,4283300.568,4087136.222,11,5
"YEL002C WBP1 SGDID:S000000728, Chr V from 150013-148721, reverse complement, Verified ORF, ""Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum""",1.30E-116,37,8,7941919.31,7202704.004,7769440.409,8495568.126,8600141.852,8700825.334,12,6
"YKL014C URB1 SGDID:S000001497, Chr XI from 416556-411262, reverse complement, Verified ORF, ""Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",1.35E-116,22,11,5064320.351,5626288.739,5189790.52,5011360.401,4519907.744,4309375.976,4,4
"YML078W CPR3 SGDID:S000004543, Chr XIII from 111002-111550, Verified ORF, ""Mitochondrial peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; involved in protein refolding after import into mitochondria""",2.44E-116,37,8,20383213.75,20561367.81,21256594.31,22668708,24403443.73,27087622.27,14,5
"YPL239W YAR1 SGDID:S000006160, Chr XVI from 99484-100086, Verified ORF, ""Cytoplasmic ankyrin-repeat containing protein of unknown function, proposed to link the processes of 40S ribosomal subunit biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock""",3.68E-116,20,9,6992955.535,7045721.273,6715162.281,6427143.966,6496776.619,5910788.084,6,4
"YDR430C CYM1 SGDID:S000002838, Chr IV from 1328463-1325494, reverse complement, Verified ORF, ""Lysine-specific metalloprotease of the mitochondrial intermembrane space, member of the pitrilysin family; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology""",4.30E-116,17,10,2374920.622,2425733.684,2940570.573,2578961.84,2648122.418,2530554.146,5,4
"YBR159W IFA38 SGDID:S000000363, Chr II from 558679-559722, Verified ORF, ""Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides""",5.85E-116,35,9,17173955.11,17622415.21,17825051.36,18134539.35,18384323.75,17392937.5,14,5
"YHR201C PPX1 SGDID:S000001244, Chr VIII from 501143-499950, reverse complement, Verified ORF, ""Exopolyphosphatase, hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix""",6.12E-116,60,9,9818422.06,8861999.469,9848442.479,9242008.897,9246506.107,8815169.124,21,5
"YOR220W RCN2 SGDID:S000005746, Chr XV from 755329-756126, Uncharacterized ORF, ""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; phosphorylated in response to alpha factor""",9.89E-116,23,8,5246839.342,7799772.202,8840324.178,8226949.515,8264261.426,7808607.286,10,4
"YDR232W HEM1 SGDID:S000002640, Chr IV from 927449-929095, Verified ORF, ""5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p""",1.24E-115,36,7,2554081.979,2374703.91,2346343.001,2371365.293,2187703.206,2512694.736,9,4
"YHR025W THR1 SGDID:S000001067, Chr VIII from 159431-160504, Verified ORF, ""Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway""",1.95E-115,64,8,21822626.25,22011056.68,21543333.85,21789098.14,21373178.61,20074881.14,41,8
"YNL313C YNL313C SGDID:S000005257, Chr XIV from 48021-45307, reverse complement, Uncharacterized ORF, ""Essential protein of unknown function; fluorescent protein (GFP or YFP)-tagged protein localizes to cytoplasm and nucleus""",2.91E-115,27,10,258218.5462,89821.51879,225565.0836,239348.0785,97406.90858,74070.22299,10,6
"YNR051C BRE5 SGDID:S000005334, Chr XIV from 718329-716782, reverse complement, Verified ORF, ""Ubiquitin protease cofactor, forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A""",5.27E-115,17,10,10427058.23,10697283.41,10712545.93,10423582.49,9780509.761,9592845.399,6,4
"YER125W RSP5 SGDID:S000000927, Chr V from 410185-412614, Verified ORF, ""Ubiquitin-protein ligase involved in ubiquitin-mediated protein degradation; functions in multivesicular body sorting, heat shock response and ubiquitylation of arrested RNAPII; contains a hect (homologous to E6-AP carboxyl terminus) domain""",6.20E-115,28,9,9939946.506,11029285.17,10744775.89,9727664.212,9979459.963,9408092.752,12,4
"YGL097W SRM1 SGDID:S000003065, Chr VII from 321785-323233, Verified ORF, ""Nucleotide exchange factor for Gsp1p, localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p""",7.35E-115,30,9,5105309.619,4994559.253,5166350.445,5389817.813,5162056.92,5456530.506,14,5
"YER023W PRO3 SGDID:S000000825, Chr V from 201075-201935, Verified ORF, ""Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis""",1.70E-114,62,8,33506490.53,32085973.9,33566092.53,32417771.89,33215638.87,31618992.38,23,4
"YDR335W MSN5 SGDID:S000002743, Chr IV from 1141163-1144837, Verified ORF, ""Karyopherin involved in nuclear import and export; shown to be responsible for nuclear import of replication protein A and for export of several proteins including Swi6p, Far1p, and Pho4p; cargo dissociation involves binding to RanGTP""",3.81E-114,23,10,949244.0306,752719.5292,894729.8265,868682.3694,893564.5066,764064.2194,6,3
"YOL123W HRP1 SGDID:S000005483, Chr XV from 87844-89448, Verified ORF, ""Subunit of cleavage factor I, a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences""",4.45E-114,29,9,12694384.07,13385356.75,13820286.32,13244925.91,13504199,12379882.32,14,6
"YML125C PGA3 SGDID:S000004594, Chr XIII from 21700-20762, reverse complement, Verified ORF, ""Putative cytochrome b5 reductase, localized to the plasma membrane; may be involved in regulation of lifespan; required for maturation of Gas1p and Pho8p, proposed to be involved in protein trafficking""",5.25E-114,26,9,11619324.93,11353089.9,11296080.98,10658056.34,10321632.52,9862320.732,15,7
"YDL153C SAS10 SGDID:S000002312, Chr IV from 183019-181187, reverse complement, Verified ORF, ""Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced""",6.63E-114,32,9,6447154.342,6694233.725,6332953.364,5736515.72,5777330.334,5414605.577,6,4
"YPL210C SRP72 SGDID:S000006131, Chr XVI from 156211-154289, reverse complement, Verified ORF, ""Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",2.41E-113,24,8,4276126.406,4246675.724,4413885.609,4362410.444,4292979.213,3927948.816,7,5
"YDR294C DPL1 SGDID:S000002702, Chr IV from 1052225-1050456, reverse complement, Verified ORF, ""Dihydrosphingosine phosphate lyase, regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate""",5.95E-113,30,9,4590623.261,4146606.907,4551484.946,4629931.717,4691315.782,4544560.527,8,3
"YOL057W YOL057W SGDID:S000005418, Chr XV from 220766-222901, Verified ORF, ""Putative member of the dipeptidyl-peptidase III group of enzymes that cleave dipeptides from the amino terminus of target proteins; mammalian ortholog may be a biomarker for some cancers""",6.79E-113,34,9,2723770.117,2659940.331,2959560.025,2915261.182,2870455.116,3021795.689,6,4
"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229039-227534, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.12E-113,34,8,3657374.438,3624254.256,3768575.397,3359059.174,3305924.441,3140076.077,10,4
"YNL037C IDH1 SGDID:S000004982, Chr XIV from 559003-557921, reverse complement, Verified ORF, ""Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle""",7.84E-113,57,8,16345756.27,16287665.52,15842703.15,15453554.48,16437740.66,16101987.88,14,5
"YOR265W RBL2 SGDID:S000005791, Chr XV from 820453-820773, Verified ORF, ""Protein involved in microtubule morphogenesis, required for protection from excess free beta-tubulin; proposed to be involved the folding of beta-tubulin; similar to mouse beta-tubulin cofactor A""",1.90E-112,37,9,14964750.61,15682950.42,16935385.88,16782844,17828645.26,16725564.77,17,4
"YLR325C RPL38 SGDID:S000004317, Chr XII from 781379-781143, reverse complement, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to rat L38 ribosomal protein""",3.75E-112,297,8,204862663.3,199202414,168165366.3,178981647.4,174882209.5,186582445.7,131,9
"YBR026C ETR1 SGDID:S000000230, Chr II from 294019-292877, reverse complement, Verified ORF, ""2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis""",3.86E-112,25,9,7819851.921,8673015.139,8603261.364,8967589.997,9157747.5,9170973.867,8,3
"YMR214W SCJ1 SGDID:S000004827, Chr XIII from 695349-696482, Verified ORF, ""One of several homologs of bacterial chaperone DnaJ, located in the ER lumen where it cooperates with Kar2p to mediate maturation of proteins""",7.20E-112,25,9,15180645.88,15110064.56,15502289.47,15210049.31,14875319.31,13995332.52,12,5
"YAL016W TPD3 SGDID:S000000014, Chr I from 124880-126787, Verified ORF, ""Regulatory subunit A of the heterotrimeric protein phosphatase 2A, which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and for transcription by RNA polymerase III""",2.68E-111,31,9,15613207.9,16227640.02,18058757.15,17655020.95,17396482.78,16876280.52,12,5
